,Id,Text,Label,HashTag,predicted,confidence
1075,1245989794238382080,"I am NOT comfortable with this... 16 February 2020, Dutch PM Mark #Rutte met with Alexander #Soros! In the Dutch Oval Office hangs a BAPHOMET on the wall! Why? 🤔(Second image via thank you). #COVID19Pandemic #COVIDー19 #coronavirus #Qanon 2📷👉",UNINFORMATIVE,Rutte Soros! COVID19Pandemic COVIDー19 coronavirus Qanon,INFORMATIVE,0.7149914
1641,1238030153625808897,"😷 Two weeks after the first cases of the novel #coronavirus were diagnosed in #Austria, the situation in #Europe has gone from worrisome to grave. 🧐 Here’s all you need to know about current measures. 🤔 How are you dealing with all that's going on?",UNINFORMATIVE,"coronavirus Austria, Europe",INFORMATIVE,0.71312803
1071,1246751878366367745,#COVID19 cases doubling in 4.1 days presently. Had #TablighiJamaat incident not happened it would have taken 7.4 days: Health Ministry (news agency PTI) #CoronavirusPandemic #Nizamuddin,UNINFORMATIVE,COVID19 TablighiJamaat CoronavirusPandemic Nizamuddin,INFORMATIVE,0.7128096
1126,1247609879650545664,"Ala Talabani, a member of Patriotic Union of Kurdistan and member of the Iraqi Council of Representatives, listens to the Iraqi National anthem and mourns for people died of coronavirus.",UNINFORMATIVE,NA,INFORMATIVE,0.708181
1016,1249055772228509696,"It too was my last thought before bed &amp; my 1st thought on waking. People are not grasping the reality yet. 1000-2000 #COVIDー19 deaths in ONE DAY is a lot of people. Wake up, people. Please! #StopTheSpread! #StopTheSpreadOfCorona Love, OL.",UNINFORMATIVE,COVIDー19 StopTheSpread! StopTheSpreadOfCorona,INFORMATIVE,0.7065875
732,1242167553415352322,New York now has half of the nation's coronavirus cases (and 5% of the world's) so that would be roughly 20 thousand cases in NY alone I believe,UNINFORMATIVE,NA,INFORMATIVE,0.7064553
291,1245626987785273344,Two doctors were injured in Madhya Pradesh after healthcare workers and civic officials were attacked by a mob in an #Indore neighbourhood on Wednesday while screening residents for #coronavirus.,UNINFORMATIVE,Indore coronavirus.,INFORMATIVE,0.7062042
1589,1246488844561571841,"No movement of any individual for any reason whatsoever shall be permitted in and out of villages Kunan, Gund Qaiser and Gund Dachina of Tehsil Bandipora after 4 #Covid_19 positive cases were reported today from these villages.",INFORMATIVE,Covid_19,UNINFORMATIVE,0.70611787
211,1252114937561915397,"SPONSORED: As COVID-19 cases increase across Western Australia’s Kimberley region, Winun Ngari Aboriginal Corporation is doing its part to ensure the number of cases in the Shire of Derby-West Kimberley remains at zero. Read at NIT:",INFORMATIVE,NA,UNINFORMATIVE,0.70610017
1970,1248207650694684674,«MN Sen. &amp; Dr. Jensen said he received a 7 page document from MN Dept of Health advising him to fill out death certificates with a diagnosis of #COVID19 whether the person actually died from COVID-19 or not. Can we trust death numbers we've been seeing?»,UNINFORMATIVE,COVID19,INFORMATIVE,0.70586044
1501,1240171098542690304,"I have a sore throat, dry cough, headache &amp; im feeling weak.Yesterday on permanet secretary for ministry of health said if anyone suspects they have #COVID2019 they must stay at home &amp; call a number there's a team deployed to assist from home. I need the contact",INFORMATIVE,COVID2019,UNINFORMATIVE,0.70557773
365,1246566988882862089,"According to 188 Europeans evacuated via Abuja airport. Nigeria has fewer #coronavirus cases, do you think people are running from frying pan to fire?",UNINFORMATIVE,coronavirus,INFORMATIVE,0.70448244
278,1242983446282039297,"Govt in #Cambodia has arrested 17 people for sharing information about #COVID19, including a 14-year-old girl who expressed fears about possible cases at her school. She has reason to fear: dictator #HunSen recently held a rally of 400 people.",UNINFORMATIVE,"Cambodia COVID19, HunSen",INFORMATIVE,0.70358557
8,1239345654108913666,"#Breaking: the #US Centre for Disease Control has recommended all gatherings of 50 people of more be banned for the next 8 weeks, as the country braces for a spike in #coronavirus cases. Latest in #7NEWS",UNINFORMATIVE,Breaking: US coronavirus 7NEWS,INFORMATIVE,0.70327276
1744,1236130303300767746,"This afternoon, during a visit to CDC in Atlanta. trump called Gov Inslee of Washington State a ""snake"". Unbelievable. Gov. Inslee has had many deaths in his state from Covid-19 and wants his information from the scientists.",UNINFORMATIVE,NA,INFORMATIVE,0.70267755
1770,1241191165279342592,"Lou Dobbs, the guy that continually referred to COVID-19 as “Wuhan Virus” (as recently as two days ago) exposed by his own team member.",INFORMATIVE,NA,UNINFORMATIVE,0.69933796
1113,1247648205153513472,"Can you ask him how he thinks the homeless community will be affected? New IG report says Backs, Minorities more affected by COVID-19. Of 60,000 homeless in L.A. County, 21,000 are Latino, 19,000 Black. Study cited by CBS last night.",UNINFORMATIVE,NA,INFORMATIVE,0.69779456
33,1249545462144806914,"US spies intercepted Chinese communications regarding the true death toll from their coronavirus outbreak: We're not even close to matching what they had. According to the receipts, 21 million Chinese citizens died from the virus. We are at 20,000+.",UNINFORMATIVE,NA,INFORMATIVE,0.6967242
1559,1249030610200346624,"Now 91 Korea cases of ""re-activation""/re-infection or false neg tests of COVID virus, up from 51 earlier in wk Whatever the answer, it's not good news; whether bad and, if so, how bad depends on more info. Reinfection, esp if have antibodies, would be bad.",INFORMATIVE,NA,UNINFORMATIVE,0.6960203
961,1246855367994363904,"With one case of COVID-19 confirmed in #SSD, what is left to put our heads together to deal with it to the best of our abilities. #SSD is weak in infrastructures. Health facilities are also weak. We need to pray for divine intervention.",INFORMATIVE,"SSD, SSD",UNINFORMATIVE,0.6959458
542,1235899792103886850,Vatican is filled with old and vulnerable people starting from the pope. The implications of a first recorded #COVID19 case in the Eternal City is def concerning.,INFORMATIVE,COVID19,UNINFORMATIVE,0.6954284
810,1236158261482655744,"Qom city was the first city with #coronavirus cases in Iran Despite the coronavirus outbreak in Qom city , the government not only didn’t quarantine the city , now they are sending this clergies from Qom to all over the country in order to help 🤔",UNINFORMATIVE,coronavirus,INFORMATIVE,0.6901781
977,1236124826705825793,"The administration's lying and mishandling of #CoronavirusUSA / #COVID19 has potential to end up killing more US citizens than lost in World War II (450,000) and Hitler's Holocaust (11 million). Let that sink in - yes - I am using some damn bold and egregious comparisons.",UNINFORMATIVE,CoronavirusUSA COVID19,INFORMATIVE,0.6864043
1030,1236130119590150145,China confirms almost all new coronavirus cases outside Wuhan originated abroad - Al Arabiya English,UNINFORMATIVE,NA,INFORMATIVE,0.6856532
876,1251647222040506368,A guy in California died from Coronavirus after being hit by a car too!!! #FakeNews 🤥🤥🤥#FakeNewsMediaClowns #FakeNewsAlert,UNINFORMATIVE,FakeNews FakeNewsMediaClowns FakeNewsAlert,INFORMATIVE,0.6855387
438,1245871698701778944,Hydroxychloroquine is working Dr Stephen Smith with about 80 patients with this Coronavirus confirms they have been using Hydroxychloroquine and it is a “game changer”--confirms clinical experience of Dr Raoult's team in France &amp; Chinese doctors,INFORMATIVE,NA,UNINFORMATIVE,0.6843052
579,1245753129456590855,this law was passed yet I work in a healthcare facility in staten island a nursing home ( Clove Lakes ) got infected with the #coronavirus but its doesn't apply to me because my employer has over 690 employees. So I'm going to lose sick days and vacation.,UNINFORMATIVE,coronavirus,INFORMATIVE,0.68357027
1135,1236121880513466368,#Coronavirus (#COVIDー19) cases in USA above 300 now. Spreading rapidly in NY as they are testing more people. Will the NYC subway system aid its spread resulting in an #epidemic?,INFORMATIVE,Coronavirus COVIDー19) epidemic?,UNINFORMATIVE,0.68316114
1869,1241572813418438657,"I'm already 1 and 2 degrees of separation from 2 people who have COVID-19 in Toronto, one of whom is in the ICU. I'm terrified of the immense loss we are going to experience over the next 2 weeks, and I know the most vulnerable/marginalized folks will be most impacted.",INFORMATIVE,NA,UNINFORMATIVE,0.6803578
1201,1241626374521135105,"Dubai carrier Emirates have suspended flights to more cities, including New York and Melbourne, taking total closed routes to 111 because of the #coronavirus pandemic",UNINFORMATIVE,coronavirus,INFORMATIVE,0.67936504
1362,1245695650995585031,"1/ ""The biggest mistake we made was to admit patients infected with COVID-19 into hospitals throughout the region,"" said Carlo Borghetti, the vice-premier of Lombardy, an economically crucial region w. a population of Story #covid19canada",UNINFORMATIVE,covid19canada,INFORMATIVE,0.67820275
1905,1241835796493152259,#PEI's latest #Covid19 case was on March 16th .@USER flight into #Moncton:,INFORMATIVE,PEI's Covid19 Moncton:,UNINFORMATIVE,0.6772965
1666,1242972130469269510,".. another one. .. Imagine trying to CLEAN these floating cesspits "" Passengers test positive for COVID-19 on Artania cruise ship off WA coast, Premier asks Navy to get ship to leave """,INFORMATIVE,NA,UNINFORMATIVE,0.6771138
1338,1241631672669478913,"Passengers aboard the Ruby Princess cruise ship, now linked to 18 cases of COVID-19, said they were still encouraged to meet in large numbers for meals and at concerts ""while the rest of the world was in lockdown"" |",INFORMATIVE,NA,UNINFORMATIVE,0.67683643
739,1247180558762938368,"In the Washington D.C. metro region, there was about a 110% increase in positive #COVIDー19 cases in last seven days compared to the week prior.",UNINFORMATIVE,COVIDー19,INFORMATIVE,0.67447984
878,1248428590158327816,"shes so composed and has done literally everything right so far. her actions were WAY ahead of the rest of the country’s, hell, even the presidents. michigan was one of the only states with no coronavirus and not even a WEEK after we got our first case we were shut down. queen !!",INFORMATIVE,NA,UNINFORMATIVE,0.6728622
1779,1246441393960243200,(Express &amp; Star):#Tributes paid to city bishops : Tributes have been paid to two long-serving Wolverhampton bishops who died this week after contracting coronavirus. ..,INFORMATIVE,Tributes,UNINFORMATIVE,0.67138106
685,1242816722769502209,What you need to know * Nearly a third of the world’s population — 2.5 billion people — are under coronavirus-related movement restrictions. * Spain now has more deaths than China. Italy has the most deaths anywhere.,UNINFORMATIVE,NA,INFORMATIVE,0.67113876
931,1241190321704390658,BREAKING: Raven reveals that former band mates The Cheetah Girls have been held in India due to travel restrictions in the midst of the coronavirus pandemic.,UNINFORMATIVE,NA,INFORMATIVE,0.6693886
